entry,name,requiredlevel,ilvl
6846,Defias Script,0,1
6847,Dark Iron Script,0,1
6848,Searing Coral,0,1
6849,Sunscorched Shell,0,1
6850,Bloodscalp Scalp,0,1
6851,Essence of the Exile,0,1
6852,Eternal Eye,0,1
6866,Symbol of Life,12,12
6886,Monster - Throwing Knife,1,1
6887,Spotted Yellowtail,35,45
6888,Herb Baked Egg,1,7
6889,Small Egg,0,5
6890,Smoked Bear Meat,5,15
6891,Recipe: Herb Baked Egg,0,5
6892,Recipe: Smoked Bear Meat,0,13
6893,Workshop Key,0,0
6894,Whirlwind Heart,0,1
6895,Jordan's Smithing Hammer,0,1
6896,Twain Component Test,15,20
6897,Manual: Path of the Berserker,30,30
6898,Orb of Soran'ruk,0,25
6899,Warlock Orb 35,0,35
6900,Enchanted Gold Bloodrobe,0,38
6901,Glowing Thresher Cape,24,29
6902,Bands of Serra'kis,22,27
6903,Gaze Dreamer Pants,23,28
6904,Bite of Serra'kis,23,28
6905,Reef Axe,22,27
6906,Algae Fists,23,28
6907,Tortoise Armor,20,25
6908,Ghamoo-ra's Bind,20,25
6909,Strike of the Hydra,24,31
6910,Leech Pants,24,31
6911,Moss Cinch,24,31
6912,Heartswood,0,1
6913,Heartswood Core,0,1
6914,Soran'ruk Fragment,0,1
6915,Large Soran'ruk Fragment,0,1
6916,Tome of Divinity,12,12
6926,Furen's Notes,0,1
6927,Big Will's Ear,0,1
6928,Bloodstone Choker,0,1
6929,Bath'rah's Parchment,0,1
6930,Rod of Channeling,0,1
6931,Moldy Tome,0,1
6946,Monster - Gun, Club,1,1
6947,Instant Poison,20,20
6948,Hearthstone,0,1
6949,Instant Poison II,28,28
6950,Instant Poison III,36,36
6951,Mind-numbing Poison II,38,38
6952,Thick Bear Fur,0,1
6953,Verigan's Fist,0,31
6966,Elunite Axe,0,15
6967,Elunite Sword,0,15
6968,Elunite Hammer,0,15
6969,Elunite Dagger,0,15
6970,Furen's Favor,0,20
6971,Fire Hardened Coif,0,31
6972,Fire Hardened Hauberk,0,30
6973,Fire Hardened Leggings,0,29
6974,Fire Hardened Gauntlets,0,31
6975,Whirlwind Axe,0,40
6976,Whirlwind Warhammer,0,40
6977,Whirlwind Sword,0,40
6978,Umbral Axe,0,15
6979,Haggard's Axe,0,15
6980,Haggard's Dagger,0,15
6981,Umbral Dagger,0,15
6982,Umbral Mace,0,15
6983,Haggard's Hammer,0,15
6984,Umbral Sword,0,15
6985,Haggard's Sword,0,15
6986,Crimson Lotus,0,40
6987,Fish Scale,0,10
6988,Felhunter Summoning Scroll,0,1
6989,Vial of Hatefury Blood,0,1
6990,Lesser Infernal Stone,0,1
6991,Smoldering Coal,0,1
6992,Jordan's Ore Shipment,0,1
6993,Jordan's Refined Ore Shipment,0,1
6994,Whitestone Oak Lumber,0,1
6995,Corrupted Kor Gem,0,1
6996,Jordan's Weapon Notes,0,1
6997,Tattered Manuscript,0,1
6998,Nimbus Boots,0,25
6999,Tome of the Cabal,0,1
7000,Heartwood Girdle,0,25
7001,Gravestone Scepter,0,29
7002,Arctic Buckler,0,29
7003,Beetle Clasps,0,27
7004,Prelacy Cape,0,27
7005,Skinning Knife,1,4
7006,Reconstructed Tome,0,1
7007,Backus' Phat Lewt,0,1
7026,Linen Belt,4,9
7027,Boots of Darkness,23,28
7046,Azure Silk Pants,23,28
7047,Hands of Darkness,24,29
7048,Azure Silk Hood,24,29
7049,Truefaith Gloves,25,30
7050,Silk Headband,27,32
7051,Earthen Vest,29,34
7052,Azure Silk Belt,30,35
7053,Azure Silk Cloak,30,35
7054,Robe of Power,33,38
7055,Crimson Silk Belt,30,35
7056,Crimson Silk Cloak,31,36
7057,Green Silken Shoulders,31,36
7058,Crimson Silk Vest,32,37
7059,Crimson Silk Shoulders,33,38
7060,Azure Shoulders,33,38
7061,Earthen Silk Belt,34,39
7062,Crimson Silk Pantaloons,34,39
7063,Crimson Silk Robe,36,41
7064,Crimson Silk Gloves,37,42
7065,Green Silk Armor,28,33
7067,Elemental Earth,0,25
7068,Elemental Fire,0,25
7069,Elemental Air,0,25
7070,Elemental Water,0,25
7071,Iron Buckle,0,30
7072,Naga Scale,0,25
7073,Broken Fang,0,1
7074,Chipped Claw,0,1
7075,Core of Earth,0,45
7076,Essence of Earth,0,55
7077,Heart of Fire,0,45
7078,Essence of Fire,0,55
7079,Globe of Water,0,45
7080,Essence of Water,0,55
7081,Breath of Wind,0,45
7082,Essence of Air,0,55
7083,Purified Kor Gem,0,1
7084,Pattern: Crimson Silk Shoulders,0,38
7085,Pattern: Azure Shoulders,0,38
7086,Pattern: Earthen Silk Belt,0,39
7087,Pattern: Crimson Silk Cloak,0,36
7088,Pattern: Crimson Silk Robe,0,41
7089,Pattern: Azure Silk Cloak,0,35
7090,Pattern: Green Silk Armor,0,33
7091,Pattern: Truefaith Gloves,0,30
7092,Pattern: Hands of Darkness,0,29
7093,Pattern: Boots of Darkness,0,28
7094,Driftwood Branch,5,10
7095,Bog Boots,4,9
7096,Plucked Feather,0,1
7097,Leg Meat,1,5
7098,Splintered Tusk,0,1
7099,Severed Pincer,0,1
7100,Sticky Ichor,0,1
7101,Bug Eye,0,1
7106,Zodiac Gloves,0,33
7107,Belt of the Stars,0,33
7108,Infantry Shield,6,11
7109,Pioneer Buckler,4,9
7110,Silver-thread Armor,26,31
7111,Nightsky Armor,32,37
7112,Aurora Armor,36,41
7113,Mistscape Armor,41,46
7114,Pattern: Azure Silk Gloves,0,29
7115,Heirloom Axe,0,15
7116,Heirloom Dagger,0,15
7117,Heirloom Hammer,0,15
7118,Heirloom Sword,0,15
7119,Twitching Antenna,0,1
7120,Ruga's Bulwark,0,20
7126,Smoky Iron Ingot,0,1
7127,Powdered Azurite,0,1
7128,Uncloven Satyr Hoof,0,1
7129,Brutal Gauntlets,0,31
7130,Brutal Helm,0,31
7131,Dragonmaw Shinbone,0,1
7132,Brutal Legguards,0,29
7133,Brutal Hauberk,0,30
7134,Sturdy Dragonmaw Shinbone,0,1
7135,Broken Dragonmaw Shinbone,0,1
7146,The Scarlet Key,0,0
7148,Goblin Jumper Cables,0,33
7166,Copper Dagger,6,11
7170,Twain Random Sword FOO,15,20
7171,TWAIN TEST ITEM VISUAL SWORD,1,1
7187,VanCleef's Boots,20,25
7188,Stormwind Guard Shield,19,24
7189,Goblin Rocket Boots,0,45
7190,Scorched Rocket Boots,0,26
7191,Fused Wiring,0,26
7192,Schematic: Goblin Rocket Boots,0,26
7206,Mirror Lake Water Sample,0,1
7207,Jennea's Flask,0,1
7208,Tazan's Key,0,1
7209,Tazan's Satchel,0,1
7226,Mage-tastic Gizmonitor,0,1
7227,Balnir Snapdragons,0,1
7228,Tigule's Strawberry Ice Cream,15,25
7229,Explorer's Vest,0,13
7230,Smite's Mighty Hammer,18,23
7231,Astor's Letter of Introduction,0,1
7247,Chest of Containment Coffers,0,1
7248,Twain TEST Cloak,7,12
7249,Charged Rift Gem,0,1
7266,Ur's Treatise on Shadow Magic,0,1
7267,Pristine Spider Silk,0,1
7268,Xavian Water Sample,0,1
7269,Deino's Flask,0,1
7270,Laughing Sister's Hair,0,1
7271,Flawless Ivory Tusk,0,1
7272,Bolt Charged Bramble,0,1
7273,Witherbark Totem Stick,0,1
7274,Rituals of Power,0,1
7275,The Agamaggan Scrolls,0,1
7276,Handstitched Leather Cloak,4,9
7277,Handstitched Leather Bracers,4,9
7278,Light Leather Quiver,1,5
7279,Small Leather Ammo Pouch,1,5
7280,Rugged Leather Pants,6,11
7281,Light Leather Bracers,9,14
7282,Light Leather Pants,14,19
7283,Black Whelp Cloak,15,20
7284,Red Whelp Gloves,19,24
7285,Nimble Leather Gloves,19,24
7286,Black Whelp Scale,0,1
7287,Red Whelp Scale,0,1
7288,Pattern: Rugged Leather Pants,0,11
7289,Pattern: Black Whelp Cloak,0,20
7290,Pattern: Red Whelp Gloves,0,24
7291,Infernal Orb,0,1
7292,Filled Containment Coffer,0,1
7293,Dalaran Mana Gem,0,1
7294,Andron's Ledger,0,1
7295,Tazan's Logbook,0,1
7296,Extinguished Torch,0,1
7297,Morbent's Bane,0,33
7298,Blade of Cunning,0,13
7299,Test - Magic Stone Helmet,25,30
7306,Fenwick's Head,0,1
7307,Flesh Eating Worm,0,30
7308,Cantation of Manifestation,0,1
7309,Dalaran Status Report,0,1
7326,Thun'grim's Axe,0,15
7327,Thun'grim's Dagger,0,15
7328,Thun'grim's Mace,0,15
7329,Thun'grim's Sword,0,15
7330,Infiltrator Buckler,28,33
7331,Phalanx Shield,29,34
7332,Regal Armor,40,45
7333,Overseer's Whistle,0,1
7334,Efflorescent Robe,0,28
7335,Grizzly Tunic,0,28
7336,Wildwood Chain,0,24
7337,The Rock,0,60
7338,Mood Ring,0,10
7339,Miniscule Diamond Ring,0,40
7340,Flawless Diamond Solitaire,0,50
7341,Cubic Zirconia Ring,0,20
7342,Silver Piffeny Band,0,30
7343,Bingles' Wrench,0,1
7344,Torch of Holy Flame,0,33
7345,Bingles' Screwdriver,0,1
7346,Bingles' Hammer,0,1
7347,Bingles' Cog Inverter,0,1
7348,Fletcher's Gloves,20,25
7349,Herbalist's Gloves,22,27
7350,Disciple's Bracers,5,10
7351,Disciple's Boots,6,11
7352,Earthen Leather Shoulders,22,27
7353,Elder's Padded Armor,30,35
7354,Elder's Boots,28,33
7355,Elder's Bracers,26,31
7356,Elder's Cloak,25,30
7357,Elder's Hat,29,34
7358,Pilferer's Gloves,23,28
7359,Heavy Earthen Gloves,24,29
7360,Pattern: Dark Leather Gloves,0,25
7361,Pattern: Herbalist's Gloves,0,26
7362,Pattern: Earthen Leather Shoulders,0,27
7363,Pattern: Pilferer's Gloves,0,28
7364,Pattern: Heavy Earthen Gloves,0,29
7365,Gnoam Sprecklesprocket,0,1
7366,Elder's Gloves,27,32
7367,Elder's Mantle,28,33
7368,Elder's Pants,29,34
7369,Elder's Robe,30,35
7370,Elder's Sash,26,31
7371,Heavy Quiver,30,35
7372,Heavy Leather Ammo Pouch,30,35
7373,Dusky Leather Leggings,28,33
7374,Dusky Leather Armor,30,35
7375,Green Whelp Armor,30,35
7376,Bingles' Blastencapper,0,1
7377,Frost Leather Cloak,31,36
7378,Dusky Bracers,32,37
7386,Green Whelp Bracers,33,38
7387,Dusky Belt,34,39
7388,Skull Key,0,1
7389,Venture Co. Ledger,0,1
7390,Dusky Boots,35,40
7391,Swift Boots,35,40
7392,Green Whelp Scale,0,1
7406,Infiltrator Cord,27,32
7407,Infiltrator Armor,30,35
7408,Infiltrator Shoulders,28,33
7409,Infiltrator Boots,28,33
7410,Infiltrator Bracers,26,31
7411,Infiltrator Cloak,26,31
7412,Infiltrator Gloves,27,32
7413,Infiltrator Cap,28,33
7414,Infiltrator Pants,29,34
7415,Dervish Spaulders,24,29
7416,Phalanx Bracers,26,31
7417,Phalanx Boots,29,34
7418,Phalanx Breastplate,30,35
7419,Phalanx Cloak,25,30
7420,Phalanx Headguard,28,33
7421,Phalanx Gauntlets,28,33
7422,Phalanx Girdle,27,32
7423,Phalanx Leggings,29,34
7424,Phalanx Spaulders,28,33
7425,Cyrik's Head,0,1
7426,Cerulean Ring,25,30
7427,Cerulean Talisman,26,31
7428,Shadowcat Hide,0,30
7429,Twilight Armor,35,40
7430,Twilight Robe,35,40
7431,Twilight Pants,34,39
7432,Twilight Cowl,33,38
7433,Twilight Gloves,32,37
7434,Twilight Boots,32,37
7435,Twilight Mantle,33,38
7436,Twilight Cape,30,35
7437,Twilight Cuffs,31,36
7438,Twilight Belt,31,36
7439,Sentinel Breastplate,35,40
7440,Sentinel Trousers,34,39
7441,Sentinel Cap,33,38
7442,Gyromast's Key,0,1
7443,Sentinel Gloves,32,37
7444,Sentinel Boots,32,37
7445,Sentinel Shoulders,33,38
7446,Sentinel Cloak,31,36
7447,Sentinel Bracers,31,36
7448,Sentinel Girdle,31,36
7449,Pattern: Dusky Leather Leggings,0,33
7450,Pattern: Green Whelp Armor,0,35
7451,Pattern: Green Whelp Bracers,0,38
7452,Pattern: Dusky Boots,0,40
7453,Pattern: Swift Boots,0,40
7454,Knight's Breastplate,34,39
7455,Knight's Legguards,34,39
7456,Knight's Headguard,33,38
7457,Knight's Gauntlets,32,37
7458,Knight's Boots,32,37
7459,Knight's Pauldrons,33,38
7460,Knight's Cloak,29,34
7461,Knight's Bracers,31,36
7462,Knight's Girdle,32,37
7463,Sentinel Buckler,33,38
7464,Glyphs of Summoning,0,1
7465,Knight's Crest,34,39
7466,Vermilion Band,32,37
7467,Vermilion Necklace,30,35
7468,Regal Robe,40,45
7469,Regal Leggings,39,44
7470,Regal Wizard Hat,37,42
7471,Regal Gloves,37,42
7472,Regal Boots,36,41
7473,Regal Mantle,37,42
7474,Regal Cloak,35,40
7475,Regal Cuffs,36,41
7476,Regal Sash,35,40
7477,Ranger Tunic,40,45
7478,Ranger Leggings,38,43
7479,Ranger Helm,37,42
7480,Ranger Gloves,36,41
7481,Ranger Boots,37,42
7482,Ranger Shoulders,37,42
7483,Ranger Cloak,35,40
7484,Ranger Wristguards,36,41
7485,Ranger Cord,36,41
7486,Captain's Breastplate,39,44
7487,Captain's Leggings,38,43
7488,Captain's Circlet,37,42
7489,Captain's Gauntlets,36,41
7490,Captain's Boots,37,42
7491,Captain's Shoulderguards,38,43
7492,Captain's Cloak,34,39
7493,Captain's Bracers,35,40
7494,Captain's Waistguard,36,41
7495,Captain's Buckler,39,44
7496,Field Plate Shield,38,43
7497,Ivory Band,35,40
7498,Top of Gelkak's Key,0,1
7499,Middle of Gelkak's Key,0,1
7500,Bottom of Gelkak's Key,0,1
7506,Gnomish Universal Remote,0,25
7507,Arcane Orb,0,10
7508,Ley Orb,0,13
7509,Manaweave Robe,0,20
7510,Lesser Spellfire Robes,0,20
7511,Astral Knot Robe,0,31
7512,Nether-lace Robe,0,31
7513,Ragefire Wand,0,40
7514,Icefury Wand,0,40
7515,Celestial Orb,0,40
7516,Tabetha's Instructions,0,0
7517,Gossamer Tunic,45,50
7518,Gossamer Robe,45,50
7519,Gossamer Pants,42,47
7520,Gossamer Headpiece,42,47
7521,Gossamer Gloves,41,46
7522,Gossamer Boots,40,45
7523,Gossamer Shoulderpads,41,46
7524,Gossamer Cape,39,44
7525,Gossamer Bracers,40,45
7526,Gossamer Belt,41,46
7527,Cabalist Chestpiece,45,50
7528,Cabalist Leggings,43,48
7529,Cabalist Helm,42,47
7530,Cabalist Gloves,41,46
7531,Cabalist Boots,41,46
7532,Cabalist Spaulders,42,47
7533,Cabalist Cloak,39,44
7534,Cabalist Bracers,40,45
7535,Cabalist Belt,41,46
7536,Champion's Wall Shield,43,48
7537,Gothic Shield,44,49
7538,Champion's Armor,43,48
7539,Champion's Leggings,43,48
7540,Champion's Helmet,42,47
7541,Champion's Gauntlets,41,46
7542,Champion's Greaves,41,46
7543,Champion's Pauldrons,42,47
7544,Champion's Cape,39,44
7545,Champion's Bracers,40,45
7546,Champion's Girdle,41,46
7547,Onyx Ring,41,46
7548,Onyx Choker,41,46
7549,Fairy's Embrace,42,47
7550,Warrior's Honor,42,47
7551,Entwined Opaline Talisman,42,47
7552,Falcon's Hook,39,44
7553,Band of the Unicorn,43,48
7554,Willow Branch,14,19
7555,Regal Star,40,45
7556,Twilight Orb,35,40
7557,Gossamer Rod,45,50
7558,Shimmering Stave,20,25
7559,Runic Cane,12,17
7560,Schematic: Gnomish Universal Remote,0,25
7561,Schematic: Goblin Jumper Cables,0,33
7566,Agamand Family Sword,0,1
7567,Agamand Family Axe,0,1
7568,Agamand Family Dagger,0,1
7569,Agamand Family Mace,0,1
7586,Tharnariun's Hope,0,1
7587,Thun'grim's Instructions,0,1
7606,Polar Gauntlets,0,22
7607,Sable Wand,0,22
7608,Seer's Fine Stein,16,21
7609,Elder's Amber Stave,30,35
7610,Aurora Sphere,36,41
7611,Mistscape Stave,41,46
7612,Monster - Axe, 2H Special NPC (Herod),1,1
7613,Pattern: Green Leather Armor,0,31
7626,Bundle of Furs,1,0
7627,Dolanaar Delivery,0,1
7628,Nondescript Letter,1,0
7629,Ukor's Burden,0,1
7646,Crate of Inn Supplies,0,1
7666,Shattered Necklace,37,37
7667,Talvash's Phial of Scrying,0,1
7668,Bloodstained Journal,0,1
7669,Shattered Necklace Ruby,0,1
7670,Shattered Necklace Sapphire,0,1
7671,Shattered Necklace Topaz,0,1
7672,Shattered Necklace Power Source,0,1
7673,Talvash's Enhancing Necklace,0,47
7674,Delivery to Mathias,1,1
7675,Defias Shipping Schedule,1,1
7676,Thistle Tea,5,15
7678,Recipe: Thistle Tea,0,15
7679,Shrike Bat Fang,0,1
7680,Jadespine Basilisk Scale,0,1
7682,Torturing Poker,29,34
7683,Bloody Brass Knuckles,29,34
7684,Bloodmage Mantle,30,35
7685,Orb of the Forgotten Seer,33,38
7686,Ironspine's Eye,30,35
7687,Ironspine's Fist,30,35
7688,Ironspine's Ribcage,30,35
7689,Morbid Dawn,30,35
7690,Ebon Vise,30,35
7691,Embalmed Shroud,30,35
7706,Monster - Mace2H, Special NPC (Mograine),1,1
7707,Twain Test,35,40
7708,Necrotic Wand,30,35
7709,Blighted Leggings,30,35
7710,Loksey's Training Stick,31,36
7711,Robe of Doan,33,38
7712,Mantle of Doan,33,38
7713,Illusionary Rod,34,39
7714,Hypnotic Blade,34,39
7715,Onin's Report,1,1
7717,Ravager,37,42
7718,Herod's Shoulder,37,42
7719,Raging Berserker's Helm,37,42
7720,Whitemane's Chapeau,39,44
7721,Hand of Righteousness,39,44
7722,Triune Amulet,39,44
7723,Mograine's Might,39,44
7724,Gauntlets of Divinity,39,44
7725,Tabard of the Scarlet Crusade DEPRECATED,0,1
7726,Aegis of the Scarlet Commander,39,44
7727,Watchman Pauldrons,27,32
7728,Beguiler Robes,29,34
7729,Chesterfall Musket,28,33
7730,Cobalt Crusher,29,34
7731,Ghostshard Talisman,30,35
7733,Staff of Prehistoria,0,1
7734,Six Demon Bag,46,51
7735,Jannok's Rose,0,0
7736,Fight Club,34,39
7737,Sethir's Journal,1,1
7738,Evergreen Gloves,0,18
7739,Timberland Cape,0,18
7740,Gni'kiv Medallion,0,1
7741,The Shaft of Tsol,0,1
7742,Schematic: Gnomish Cloaking Device,0,40
7746,Explorers' League Commendation,0,41
7747,Vile Protector,0,41
7748,Forcestone Buckler,0,45
7749,Omega Orb,0,41
7750,Mantle of Woe,0,33
7751,Vorrel's Boots,0,30
7752,Dreamslayer,28,33
7753,Bloodspiller,27,32
7754,Harbinger Boots,25,30
7755,Flintrock Shoulders,33,38
7756,Dog Training Gloves,29,34
7757,Windweaver Staff,32,37
7758,Ruthless Shiv,34,39
7759,Archon Chestpiece,33,38
7760,Warchief Kilt,34,39
7761,Steelclaw Reaver,33,38
7766,Empty Brown Waterskin,1,0
7767,Empty Blue Waterskin,1,0
7768,Empty Red Waterskin,1,0
7769,Filled Brown Waterskin,1,0
7770,Filled Blue Waterskin,1,0
7771,Filled Red Waterskin,1,0
7786,Headsplitter,25,30
7787,Resplendent Guardian,26,31
7806,Lollipop,1,5
7807,Candy Bar,1,5
7808,Chocolate Square,1,5
7809,Easter Dress,0,30
7810,Vial of Purest Water,0,1
7811,Remaining Drops of Purest Water,0,1
7812,Corrupt Manifestation's Bracers,0,1
7813,Shard of Water,1,0
7826,Monster - Staff, Special NPC (Whitemane),1,1
7846,Crag Coyote Fang,0,1
7847,Buzzard Gizzard,0,1
7848,Rock Elemental Shard,0,1
7866,Empty Thaumaturgy Vessel,0,1
7867,Vessel of Dragon's Blood,0,1
7868,Thieven' Kit,0,16
7869,Lucius's Lockbox,0,16
7870,Thaumaturgy Vessel Lockbox,0,1
7871,Token of Thievery,1,1
7872,Rusty Thieves' Tools,15,15
7886,Untranslated Journal,0,1
7887,Necklace and Gem Salvage,0,1
7888,Jarkal's Enhancing Necklace,0,47
7906,Horns of Nez'ra,0,1
7907,Certificate of Thievery,0,16
7908,Klaven Mortwake's Journal,0,1
7909,Aquamarine,0,45
7910,Star Ruby,0,50
7911,Truesilver Ore,0,40
7912,Solid Stone,0,35
7913,Barbaric Iron Shoulders,27,32
7914,Barbaric Iron Breastplate,27,32
7915,Barbaric Iron Helm,30,35
7916,Barbaric Iron Boots,31,36
7917,Barbaric Iron Gloves,32,37
7918,Heavy Mithril Shoulder,40,41
7919,Heavy Mithril Gauntlet,40,41
7920,Mithril Scale Pants,37,42
7921,Heavy Mithril Pants,40,42
7922,Steel Plate Helm,40,43
7923,Defias Tower Key,0,1
7924,Mithril Scale Bracers,38,43
7925,Mithril Scale Gloves,39,44
7926,Ornate Mithril Pants,40,44
7927,Ornate Mithril Gloves,40,44
7928,Ornate Mithril Shoulder,40,45
7929,Orcish War Leggings,37,42
7930,Heavy Mithril Breastplate,41,46
7931,Mithril Coif,41,46
7932,Mithril Scale Shoulders,42,47
7933,Heavy Mithril Boots,42,47
7934,Heavy Mithril Helm,42,47
7935,Ornate Mithril Breastplate,43,48
7936,Ornate Mithril Boots,44,49
7937,Ornate Mithril Helm,44,49
7938,Truesilver Gauntlets,40,45
7939,Truesilver Breastplate,44,49
7941,Heavy Mithril Axe,37,42
7942,Blue Glittering Axe,39,44
7943,Wicked Mithril Blade,40,45
7944,Dazzling Mithril Rapier,43,48
7945,Big Black Mace,41,46
7946,Runed Mithril Hammer,44,49
7947,Ebon Shiv,46,51
7948,Girdle of Thero-shan,0,32
7949,Leggings of Thero-shan,0,36
7950,Armor of Thero-shan,0,42
7951,Hands of Thero-shan,0,32
7952,Boots of Thero-shan,0,36
7953,Mask of Thero-shan,0,42
7954,The Shatterer,42,47
7955,Copper Claymore,6,11
7956,Bronze Warhammer,20,25
7957,Bronze Greatsword,21,26
7958,Bronze Battle Axe,22,27
7959,Blight,45,50
7960,Truesilver Champion,47,52
7961,Phantom Blade,44,49
7963,Steel Breastplate,35,40
7964,Solid Sharpening Stone,25,35
7965,Solid Weightstone,25,35
7966,Solid Grinding Stone,0,35
7967,Mithril Shield Spike,0,43
7968,Southsea Treasure,0,1
7969,Mithril Spurs,0,43
7970,E.C.A.C.,0,1
7971,Black Pearl,0,40
7972,Ichor of Undeath,0,45
7973,Big-mouth Clam,0,40
7974,Zesty Clam Meat,0,45
7975,Plans: Heavy Mithril Pants,0,42
7976,Plans: Mithril Shield Spike,0,43
7977,Plans: Mithril Scale Gloves,0,44
7996,Worn Fishing Hat,15,20
7978,Plans: Barbaric Iron Shoulders,0,32
7979,Plans: Barbaric Iron Breastplate,0,32
7980,Plans: Barbaric Iron Helm,0,35
7981,Plans: Barbaric Iron Boots,0,36
7982,Plans: Barbaric Iron Gloves,0,37
7983,Plans: Ornate Mithril Pants,0,44
7984,Plans: Ornate Mithril Gloves,0,44
7985,Plans: Ornate Mithril Shoulder,0,45
7986,Plans: Ornate Mithril Breastplate,0,48
7987,Plans: Ornate Mithril Helm,0,49
7988,Plans: Ornate Mithril Boots,0,49
7989,Plans: Mithril Spurs,0,47
7990,Plans: Heavy Mithril Helm,0,49
7991,Plans: Mithril Scale Shoulders,0,47
7992,Plans: Blue Glittering Axe,0,44
7993,Plans: Dazzling Mithril Rapier,0,48
7994,Plans: Orcish War Leggings,0,46
7995,Plans: Mithril Scale Bracers,0,43
7997,Red Defias Mask,0,15
8006,The Ziggler,34,39
8007,Mana Citrine,48,48
8008,Mana Ruby,58,58
8009,Dentrium Power Stone,0,1
8026,Garrett Family Treasure,0,1
8027,Krom Stoutarm's Treasure,0,1
8028,Plans: Runed Mithril Hammer,0,49
8029,Plans: Wicked Mithril Blade,0,45
8030,Plans: Ebon Shiv,0,51
8046,Kearnen's Journal,0,1
8047,Magenta Fungus Cap,0,1
8048,Emerald Dreamcatcher,0,1
8068,Crafted Heavy Shot,15,20
8049,Gnarlpine Necklace,0,1
8050,Tallonkai's Jewel,0,1
8051,Flare Gun,0,1
8052,An'Alleum Power Stone,0,1
8053,Obsidian Power Source,0,1
8066,Fizzule's Whistle,1,1
8067,Crafted Light Shot,5,10
8069,Crafted Solid Shot,30,35
8070,Reward Voucher,0,1
8071,Sizzle Stick,0,23
8072,Silixiz's Tower Key,1,1
8073,Cache of Zanzil's Altered Mixture,1,1
8074,Gallywix's Head,1,1
8075,Conjured Sourdough,35,45
8076,Conjured Sweet Roll,45,55
8077,Conjured Mineral Water,35,45
8078,Conjured Sparkling Water,45,55
8079,Conjured Crystal Water,55,65
8080,Light Plate Chestpiece,53,58
8081,Light Plate Belt,52,57
8082,Light Plate Boots,47,52
8083,Light Plate Bracers,48,53
8084,Light Plate Gloves,51,56
8085,Light Plate Pants,50,55
8086,Light Plate Shoulderpads,49,54
8087,Sample of Zanzil's Altered Mixture,1,1
8088,Platemail Belt,45,50
8089,Platemail Boots,45,50
8090,Platemail Bracers,45,50
8091,Platemail Gloves,45,50
8092,Platemail Helm,45,50
8093,Platemail Leggings,45,50
8094,Platemail Armor,45,50
8095,Hinott's Oil,1,1
8106,Hibernal Armor,45,51
8107,Hibernal Boots,42,47
8108,Hibernal Bracers,42,47
8109,Hibernal Cloak,41,46
8110,Hibernal Gloves,42,47
8111,Hibernal Mantle,43,48
8112,Hibernal Pants,44,49
8113,Hibernal Robe,46,51
8114,Hibernal Sash,42,47
8115,Hibernal Cowl,43,48
8116,Heraldic Belt,42,47
8117,Heraldic Boots,42,47
8118,Heraldic Bracers,41,46
8119,Heraldic Breastplate,46,51
8120,Heraldic Cloak,40,45
8121,Heraldic Gloves,42,47
8122,Heraldic Headpiece,43,48
8123,Heraldic Leggings,44,49
8124,Heraldic Spaulders,43,48
8125,Myrmidon's Bracers,43,48
8126,Myrmidon's Breastplate,46,51
8127,Myrmidon's Cape,42,47
8128,Myrmidon's Gauntlets,44,49
8129,Myrmidon's Girdle,44,49
8130,Myrmidon's Greaves,44,49
8131,Myrmidon's Helm,45,50
8132,Myrmidon's Leggings,46,51
8133,Myrmidon's Pauldrons,45,50
8134,Myrmidon's Defender,46,51
8135,Chromite Shield,41,46
8136,Gargantuan Tumor,1,1
8137,Chromite Bracers,40,43
8138,Chromite Chestplate,42,47
8139,Chromite Gauntlets,40,44
8140,Chromite Girdle,40,43
8141,Chromite Greaves,40,44
8142,Chromite Barbute,40,44
8143,Chromite Legplates,41,46
8144,Chromite Pauldrons,40,45
8146,Wicked Claw,0,45
8147,Tiny Copper Key,0,42
8148,Tiny Silver Key,0,54
8149,Voodoo Charm,0,1
8150,Deeprock Salt,0,40
8151,Flask of Mojo,0,40
8152,Flask of Big Mojo,0,40
8153,Wildvine,0,40
8154,Scorpid Scale,0,45
8155,Sathrah's Sacrifice,0,1
8156,Jouster's Wristguards,40,40
8157,Jouster's Chestplate,40,42
8158,Jouster's Gauntlets,40,40
8159,Jouster's Girdle,40,40
8160,Jouster's Greaves,40,40
8161,Jouster's Visor,40,40
8162,Jouster's Legplates,40,41
8163,Jouster's Pauldrons,40,41
